id,item_type_id,sub_type,rarity_id,name_key,desc_key,width,height,usable,ap_cost,min_damage,max_damage,base_armor,scaling_stat,target_type,uses_per_turn,cooldown,exhaustable,max_charges,destroy_on_empty,is_stackable,max_stack,price,dropable,traits,icon_path,is_harmful,is_combat_only,shape_mask
SCRAP_PIPE,WEAPON,STANDARD,COMMON,ITEM_SCRAP_PIPE_NAME,ITEM_SCRAP_PIPE_DESC,3,1,true,1,3,5,0,STRENGTH,SINGLE_ENEMY,-1,0,false,0,false,false,1,10,true,TRAIT_BASIC_BLUDGEON,res://assets/sprites/items/scrap_pipe.png,false,false
REBEL_CLEAVER,WEAPON,STANDARD,COMMON,ITEM_REBEL_CLEAVER_NAME,ITEM_REBEL_CLEAVER_DESC,2,1,true,1,5,7,0,STRENGTH,SINGLE_ENEMY,-1,0,false,0,false,false,1,12,true,TRAIT_STACKABLE_DAMAGE_BOOST,res://assets/sprites/items/rebel_cleaver.png,false,false
PNEUMATIC_JACKHAMMER,WEAPON,STANDARD,RARE,ITEM_JACKHAMMER_NAME,ITEM_JACKHAMMER_DESC,1,3,true,2,12,14,0,STRENGTH,SINGLE_ENEMY,-1,0,false,0,false,false,1,35,true,TRAIT_STUN_IMPACT,res://assets/sprites/items/jackhammer.png,false,false
BIOMORPHIC_CLAW,WEAPON,STANDARD,RARE,ITEM_BIO_CLAW_NAME,ITEM_BIO_CLAW_DESC,2,2,true,1,4,6,0,STRENGTH,SINGLE_ENEMY,-1,0,false,0,false,false,1,40,true,TRAIT_BIO_RESONANCE,res://assets/sprites/items/biomorphic_claw.png,false,false
NAIL_GUN,WEAPON,STANDARD,COMMON,ITEM_NAIL_GUN_NAME,ITEM_NAIL_GUN_DESC,1,2,true,0,2,4,0,INTELLIGENCE,SINGLE_ENEMY,-1,1,false,0,false,false,1,15,true,TRAIT_NAIL_KILL_RESET,res://assets/sprites/items/nail_gun.png,false,false
ARC_DISCHARGER,WEAPON,STANDARD,RARE,ITEM_ARC_DISCHARGER_NAME,ITEM_ARC_DISCHARGER_DESC,2,1,true,1,6,8,0,INTELLIGENCE,SINGLE_ENEMY,-1,0,false,0,false,false,1,30,true,TRAIT_REACTOR_CHAIN,res://assets/sprites/items/arc_discharger.png,false,false
AUTO_BLASTER,WEAPON,STANDARD,UNCOMMON,ITEM_AUTO_BLASTER_NAME,ITEM_AUTO_BLASTER_DESC,2,1,true,1,1,3,0,INTELLIGENCE,SINGLE_ENEMY,-1,1,false,0,false,false,1,28,true,TRAIT_AUTO_SCATTER,res://assets/sprites/items/auto_blaster.png,false,false
LASER_AUTOCANNON,WEAPON,STANDARD,UNCOMMON,ITEM_LASER_AUTOCANNON_NAME,ITEM_LASER_AUTOCANNON_DESC,1,2,true,0,1,2,0,INTELLIGENCE,SINGLE_ENEMY,-1,1,false,0,false,false,1,32,true,TRAIT_SIGHTING_SHOT,res://assets/sprites/items/laser_autocannon.png,false,false
HEAVY_RIFLE,WEAPON,STANDARD,RARE,ITEM_HEAVY_RIFLE_NAME,ITEM_HEAVY_RIFLE_DESC,1,3,true,1,3,5,0,INTELLIGENCE,SINGLE_ENEMY,2,0,false,0,false,false,1,48,true,"TRAIT_BRUTAL_CRITS,TRAIT_HEADSHOT,TRAIT_HEAVY_RIFLE_LUCK",res://assets/sprites/items/heavy_rifle.png,false,false
RUSTY_CHAIN,WEAPON,STANDARD,UNCOMMON,ITEM_RUSTY_CHAIN_NAME,ITEM_RUSTY_CHAIN_DESC,1,1,true,1,2,3,0,INTELLIGENCE,ALL_ENEMIES,-1,3,false,0,false,false,1,20,true,TRAIT_APPLY_RUST,res://assets/sprites/items/rusty_chain.png,false,false
